code,code desc.,service,make,car name,car code,model name,year start,year end,group,short name,qs code,part code,price,duracao,description
QSLE,QS LIGEIRO ECONOMIC,Lubrificação de Copos,TOY,TOYOTA,YAR12,YARIS ,2012,2024,SERVICE,SV,5,QSLE-SV005,199.9956,,
QSLE,QS LIGEIRO ECONOMIC,Lubrificação de Copos,VW,VW,GOL04,GOLF ,2004,2009,SERVICE,SV,5,QSLE-SV005,199.9956,,
QSLE,QS LIGEIRO ECONOMIC,Lubrificação de Copos,VW,VW,GOL83,CITY GOLF,1983,1992,SERVICE,SV,5,QSLE-SV005,199.9956,,
QSLE,QS LIGEIRO ECONOMIC,Lubrificação de Copos,VW,VW,JET06,JETTA,2006,2010,SERVICE,SV,5,QSLE-SV005,199.9956,,
QSLE,QS LIGEIRO ECONOMIC,Lubrificação de Copos,VW,VW,JET85,JETTA,1985,1992,SERVICE,SV,5,QSLE-SV005,199.9956,,
QSLE,QS LIGEIRO ECONOMIC,Lubrificação de Copos,VW,VW,JET92,JETTA,1992,2005,SERVICE,SV,5,QSLE-SV005,199.9956,,
QSLE,QS LIGEIRO ECONOMIC,Lubrificação de Copos,VW,VW,KOM94,KOMBI ,1994,2003,SERVICE,SV,5,QSLE-SV005,199.9956,,
QSLE,QS LIGEIRO ECONOMIC,Lubrificação de Copos,VW,VW,PAS08,PASSAT ,2008,2010,SERVICE,SV,5,QSLE-SV005,199.9956,,
QSLE,QS LIGEIRO ECONOMIC,Lubrificação de Copos,VW,VW,POL96,POLO,1996,2002,SERVICE,SV,5,QSLE-SV005,199.9956,,
QSLE,QS LIGEIRO ECONOMIC,Lubrificação de Copos,VW,VW,TOU04,TOURAN,2004,2015,SERVICE,SV,5,QSLE-SV005,199.9956,,
QSLE,QS LIGEIRO ECONOMIC,Lubrificação de Dados,DAI,DAIHATSU,SIR04,SIRION,2004,2013,SERVICE,SV,6,QSLE-SV006,199.9956,,
QSLE,QS LIGEIRO ECONOMIC,Lubrificação de Dados,DAI,DAIHATSU,SIR99,SIRION,1999,2004,SERVICE,SV,6,QSLE-SV006,199.9956,,
QSLE,QS LIGEIRO ECONOMIC,Lubrificação de Dados,DAI,DAIHATSU,TER06,TERIOS,2006,2013,SERVICE,SV,6,QSLE-SV006,199.9956,,
QSLE,QS LIGEIRO ECONOMIC,Lubrificação de Dados,DAI,DAIHATSU,TER96,TERIOS,1996,,SERVICE,SV,6,QSLE-SV006,199.9956,,
QSLE,QS LIGEIRO ECONOMIC,Lubrificação de Dados,FIA,FIAT,DOB,DOBLO,1998,2009,SERVICE,SV,6,QSLE-SV006,199.9956,,
QSLE,QS LIGEIRO ECONOMIC,Lubrificação de Dados,FIA,FIAT,PAL96,PALIO,1996,2000,SERVICE,SV,6,QSLE-SV006,199.9956,,
QSLE,QS LIGEIRO ECONOMIC,Lubrificação de Dados,FIA,FIAT,PAN10,PANDA,2010,2012,SERVICE,SV,6,QSLE-SV006,199.9956,,
QSLE,QS LIGEIRO ECONOMIC,Lubrificação de Dados,FIA,FIAT,PUN04,PUNTO,2004,2018,SERVICE,SV,6,QSLE-SV006,199.9956,,
QSLE,QS LIGEIRO ECONOMIC,Lubrificação de Dados,FOR,FORD,BAN03,BANTAM ,2003,2011,SERVICE,SV,6,QSLE-SV006,199.9956,,
QSLE,QS LIGEIRO ECONOMIC,Lubrificação de Dados,FOR,FORD,BAN86,BANTAM ,1986,1990,SERVICE,SV,6,QSLE-SV006,199.9956,,
QSLE,QS LIGEIRO ECONOMIC,Lubrificação de Dados,FOR,FORD,BAN94,BANTAM ,1994,1990,SERVICE,SV,6,QSLE-SV006,199.9956,,
QSLE,QS LIGEIRO ECONOMIC,Lubrificação de Dados,FOR,FORD,FIE96,FIESTA,1996,2002,SERVICE,SV,6,QSLE-SV006,199.9956,,
QSLE,QS LIGEIRO ECONOMIC,Lubrificação de Dados,FOR,FORD,FIE99,FIESTA,1999,2002,SERVICE,SV,6,QSLE-SV006,199.9956,,
QSLE,QS LIGEIRO ECONOMIC,Lubrificação de Dados,FOR,FORD,FOC03,FOCUS ,2003,2005,SERVICE,SV,6,QSLE-SV006,199.9956,,
QSLE,QS LIGEIRO ECONOMIC,Lubrificação de Dados,FOR,FORD,IKO07,IKON ,2007,2012,SERVICE,SV,6,QSLE-SV006,199.9956,,
QSLE,QS LIGEIRO ECONOMIC,Lubrificação de Dados,FOR,FORD,MON01,MONDEO,2001,2007,SERVICE,SV,6,QSLE-SV006,199.9956,,
QSLE,QS LIGEIRO ECONOMIC,Lubrificação de Dados,FOR,FORD,SIE89,SIERRA,1989,1993,SERVICE,SV,6,QSLE-SV006,199.9956,,
QSLE,QS LIGEIRO ECONOMIC,Lubrificação de Dados,FOR,FORD,XPR95,EXPLORER ,1995,2001,SERVICE,SV,6,QSLE-SV006,199.9956,,
QSLE,QS LIGEIRO ECONOMIC,Lubrificação de Dados,GWM,GWM ,HOV07,HOVER ,2007,2012,SERVICE,SV,6,QSLE-SV006,199.9956,,
QSLE,QS LIGEIRO ECONOMIC,Lubrificação de Dados,HON,HONDA,ACC03,ACCORD ,2003,2007,SERVICE,SV,6,QSLE-SV006,199.9956,,
QSLE,QS LIGEIRO ECONOMIC,Lubrificação de Dados,HON,HONDA,ACC97,ACCORD ,1997,2002,SERVICE,SV,6,QSLE-SV006,199.9956,,
QSLE,QS LIGEIRO ECONOMIC,Lubrificação de Dados,HON,HONDA,BAL89,BALLADE,1989,2003,SERVICE,SV,6,QSLE-SV006,199.9956,,
QSLE,QS LIGEIRO ECONOMIC,Lubrificação de Dados,HON,HONDA,CIV02,CIVIC,2002,2005,SERVICE,SV,6,QSLE-SV006,199.9956,,
QSLE,QS LIGEIRO ECONOMIC,Lubrificação de Dados,HON,HONDA,CIV05,CIVIC,2005,2011,SERVICE,SV,6,QSLE-SV006,199.9956,,
QSLE,QS LIGEIRO ECONOMIC,Lubrificação de Dados,HON,HONDA,CIV97,CIVIC,1997,2000,SERVICE,SV,6,QSLE-SV006,199.9956,,
QSLE,QS LIGEIRO ECONOMIC,Lubrificação de Dados,HON,HONDA,FIT04,FIT,2004,2008,SERVICE,SV,6,QSLE-SV006,199.9956,,
QSLE,QS LIGEIRO ECONOMIC,Lubrificação de Dados,HON,HONDA,FIT08,FIT,2008,2014,SERVICE,SV,6,QSLE-SV006,199.9956,,
QSLE,QS LIGEIRO ECONOMIC,Lubrificação de Dados,HON,HONDA,JAZ04,JAZZ ,2004,2008,SERVICE,SV,6,QSLE-SV006,199.9956,,
QSLE,QS LIGEIRO ECONOMIC,Lubrificação de Dados,HON,HONDA,JAZ08,JAZZ ,2008,2011,SERVICE,SV,6,QSLE-SV006,199.9956,,
QSLE,QS LIGEIRO ECONOMIC,Lubrificação de Dados,HYU,HYUNDAI,ACC05,ACCENT ,2005,2010,SERVICE,SV,6,QSLE-SV006,199.9956,,
QSLE,QS LIGEIRO ECONOMIC,Lubrificação de Dados,HYU,HYUNDAI,ATO97,ATOS,1997,2002,SERVICE,SV,6,QSLE-SV006,199.9956,,
QSLE,QS LIGEIRO ECONOMIC,Lubrificação de Dados,HYU,HYUNDAI,ELA01,ELANTRA,2001,2006,SERVICE,SV,6,QSLE-SV006,199.9956,,
QSLE,QS LIGEIRO ECONOMIC,Lubrificação de Dados,HYU,HYUNDAI,ELA03,ELANTRA,2003,2006,SERVICE,SV,6,QSLE-SV006,199.9956,,
QSLE,QS LIGEIRO ECONOMIC,Lubrificação de Dados,HYU,HYUNDAI,ELA96,ELANTRA,1996,2000,SERVICE,SV,6,QSLE-SV006,199.9956,,
QSLE,QS LIGEIRO ECONOMIC,Lubrificação de Dados,HYU,HYUNDAI,GET02,GETZ,2002,2011,SERVICE,SV,6,QSLE-SV006,199.9956,,
QSLE,QS LIGEIRO ECONOMIC,Lubrificação de Dados,HYU,HYUNDAI,I1008,I10,2008,2013,SERVICE,SV,6,QSLE-SV006,199.9956,,
QSLE,QS LIGEIRO ECONOMIC,Lubrificação de Dados,HYU,HYUNDAI,SAN01,SANTA,2001,2006,SERVICE,SV,6,QSLE-SV006,199.9956,,
QSLE,QS LIGEIRO ECONOMIC,Lubrificação de Dados,HYU,HYUNDAI,SAN06,SANTA,2006,2012,SERVICE,SV,6,QSLE-SV006,199.9956,,
QSLE,QS LIGEIRO ECONOMIC,Lubrificação de Dados,HYU,HYUNDAI,SAN86,SANTA,1986,,SERVICE,SV,6,QSLE-SV006,199.9956,,
QSLE,QS LIGEIRO ECONOMIC,Lubrificação de Dados,HYU,HYUNDAI,SON10,SONATA,2010,2014,SERVICE,SV,6,QSLE-SV006,199.9956,,
QSLE,QS LIGEIRO ECONOMIC,Lubrificação de Dados,HYU,HYUNDAI,SON98,SONATA,1998,2004,SERVICE,SV,6,QSLE-SV006,199.9956,,
QSLE,QS LIGEIRO ECONOMIC,Lubrificação de Dados,HYU,HYUNDAI,TER03,TERRACAN ,2003,2007,SERVICE,SV,6,QSLE-SV006,199.9956,,
QSLE,QS LIGEIRO ECONOMIC,Lubrificação de Dados,ISU,ISUZU,REL86,RELAY ,1986,1995,SERVICE,SV,6,QSLE-SV006,199.9956,,
QSLE,QS LIGEIRO ECONOMIC,Lubrificação de Dados,KIA,KIA,CER04,CERATO ,2004,2008,SERVICE,SV,6,QSLE-SV006,199.9956,,
QSLE,QS LIGEIRO ECONOMIC,Lubrificação de Dados,KIA,KIA,RIO02,RIO,2002,2005,SERVICE,SV,6,QSLE-SV006,199.9956,,
QSLE,QS LIGEIRO ECONOMIC,Lubrificação de Dados,KIA,KIA,RIO05,RIO,2005,2011,SERVICE,SV,6,QSLE-SV006,199.9956,,
QSLE,QS LIGEIRO ECONOMIC,Lubrificação de Dados,KIA,KIA,SHU99,SHUMA,1999,2002,SERVICE,SV,6,QSLE-SV006,199.9956,,
QSLE,QS LIGEIRO ECONOMIC,Lubrificação de Dados,KIA ,KIA,PIC04,PICANTO ,2004,2011,SERVICE,SV,6,QSLE-SV006,199.9956,,
QSLE,QS LIGEIRO ECONOMIC,Lubrificação de Dados,MAZ,MAZDA,62687,626,1987,1992,SERVICE,SV,6,QSLE-SV006,199.9956,,
QSLE,QS LIGEIRO ECONOMIC,Lubrificação de Dados,MAZ,MAZDA,62698,626,1998,2002,SERVICE,SV,6,QSLE-SV006,199.9956,,
QSLE,QS LIGEIRO ECONOMIC,Lubrificação de Dados,MAZ,MAZDA,323-84,323-84,1984,,SERVICE,SV,6,QSLE-SV006,199.9956,,
QSLE,QS LIGEIRO ECONOMIC,Lubrificação de Dados,MAZ,MAZDA,323-98,323-98,1998,,SERVICE,SV,6,QSLE-SV006,199.9956,,
QSLE,QS LIGEIRO ECONOMIC,Lubrificação de Dados,MAZ,MAZDA,ATE03,ATENZA,2003,2008,SERVICE,SV,6,QSLE-SV006,199.9956,,
QSLE,QS LIGEIRO ECONOMIC,Lubrificação de Dados,MAZ,MAZDA,AXE03,AXELA,2003,2009,SERVICE,SV,6,QSLE-SV006,199.9956,,
QSLE,QS LIGEIRO ECONOMIC,Lubrificação de Dados,MAZ,MAZDA,AXE08,AXELA,2008,2013,SERVICE,SV,6,QSLE-SV006,199.9956,,
QSLE,QS LIGEIRO ECONOMIC,Lubrificação de Dados,MAZ,MAZDA,DEM03,DEMIO,2003,2007,SERVICE,SV,6,QSLE-SV006,199.9956,,
QSLE,QS LIGEIRO ECONOMIC,Lubrificação de Dados,MAZ,MAZDA,DEM07,DEMIO,2007,2014,SERVICE,SV,6,QSLE-SV006,199.9956,,
QSLE,QS LIGEIRO ECONOMIC,Lubrificação de Dados,MAZ,MAZDA,DEM98,DEMIO,1998,2002,SERVICE,SV,6,QSLE-SV006,199.9956,,
QSLE,QS LIGEIRO ECONOMIC,Lubrificação de Dados,MAZ,MAZDA,EST95,ESTINA ,1995,2000,SERVICE,SV,6,QSLE-SV006,199.9956,,
QSLE,QS LIGEIRO ECONOMIC,Lubrificação de Dados,MAZ,MAZDA,ETU01,ETUDE ,2001,2004,SERVICE,SV,6,QSLE-SV006,199.9956,,
QSLE,QS LIGEIRO ECONOMIC,Lubrificação de Dados,MAZ,MAZDA,ETU99,ETUDE ,1999,2000,SERVICE,SV,6,QSLE-SV006,199.9956,,
QSLE,QS LIGEIRO ECONOMIC,Lubrificação de Dados,MAZ,MAZDA,FAM99,FAMILIA,1999,2003,SERVICE,SV,6,QSLE-SV006,199.9956,,
QSLE,QS LIGEIRO ECONOMIC,Lubrificação de Dados,MAZ,MAZDA,VER03,VERISA ,2003,2011,SERVICE,SV,6,QSLE-SV006,199.9956,,
QSLE,QS LIGEIRO ECONOMIC,Lubrificação de Dados,NIS,NISSAN,ALM01,ALMERA ,2001,2006,SERVICE,SV,6,QSLE-SV006,199.9956,,
QSLE,QS LIGEIRO ECONOMIC,Lubrificação de Dados,NIS,NISSAN,ALM98,ALMERA ,1998,2000,SERVICE,SV,6,QSLE-SV006,199.9956,,
QSLE,QS LIGEIRO ECONOMIC,Lubrificação de Dados,NIS,NISSAN,ATL95,ATLAS ,1995,1999,SERVICE,SV,6,QSLE-SV006,199.9956,,
QSLE,QS LIGEIRO ECONOMIC,Lubrificação de Dados,NIS,NISSAN,MAR02,MARCH,2002,2010,SERVICE,SV,6,QSLE-SV006,199.9956,,
QSLE,QS LIGEIRO ECONOMIC,Lubrificação de Dados,NIS,NISSAN,MAR07,MARCH,2007,2010,SERVICE,SV,6,QSLE-SV006,199.9956,,
QSLE,QS LIGEIRO ECONOMIC,Lubrificação de Dados,NIS,NISSAN,MAR92,MARCH,1992,2002,SERVICE,SV,6,QSLE-SV006,199.9956,,
QSLE,QS LIGEIRO ECONOMIC,Lubrificação de Dados,NIS,NISSAN,MIC02,MICRA,2002,2010,SERVICE,SV,6,QSLE-SV006,199.9956,,
QSLE,QS LIGEIRO ECONOMIC,Lubrificação de Dados,NIS,NISSAN,PRI02,PRIMERA,2002,2008,SERVICE,SV,6,QSLE-SV006,199.9956,,
QSLE,QS LIGEIRO ECONOMIC,Lubrificação de Dados,NIS,NISSAN,PRI93,PRIMERA,1993,1996,SERVICE,SV,6,QSLE-SV006,199.9956,,
QSLE,QS LIGEIRO ECONOMIC,Lubrificação de Dados,NIS,NISSAN,PRI98,PRIMERA,1998,2001,SERVICE,SV,6,QSLE-SV006,199.9956,,
QSLE,QS LIGEIRO ECONOMIC,Lubrificação de Dados,NIS,NISSAN,PUL80,PULSAR,1980,1986,SERVICE,SV,6,QSLE-SV006,199.9956,,
QSLE,QS LIGEIRO ECONOMIC,Lubrificação de Dados,NIS,NISSAN,SAB92,SABRE,1992,1995,SERVICE,SV,6,QSLE-SV006,199.9956,,
QSLE,QS LIGEIRO ECONOMIC,Lubrificação de Dados,NIS,NISSAN,SEN13,SENTRA,2013,2019,SERVICE,SV,6,QSLE-SV006,199.9956,,
QSLE,QS LIGEIRO ECONOMIC,Lubrificação de Dados,NIS,NISSAN,SEN87,SENTRA,1987,1990,SERVICE,SV,6,QSLE-SV006,199.9956,,
QSLE,QS LIGEIRO ECONOMIC,Lubrificação de Dados,NIS,NISSAN,SEN97,SENTRA,1997,1999,SERVICE,SV,6,QSLE-SV006,199.9956,,
QSLE,QS LIGEIRO ECONOMIC,Lubrificação de Dados,NIS,NISSAN,SUN11,SUNNY,2011,2024,SERVICE,SV,6,QSLE-SV006,199.9956,,
QSLE,QS LIGEIRO ECONOMIC,Lubrificação de Dados,NIS,NISSAN,SUN90,SUNNY,1990,1993,SERVICE,SV,6,QSLE-SV006,199.9956,,
QSLE,QS LIGEIRO ECONOMIC,Lubrificação de Dados,NIS,NISSAN,TER99,TERRANO ,1999,2006,SERVICE,SV,6,QSLE-SV006,199.9956,,
QSLE,QS LIGEIRO ECONOMIC,Lubrificação de Dados,NIS,NISSAN,TIID04,TIIDA,2004,2012,SERVICE,SV,6,QSLE-SV006,199.9956,,
QSLE,QS LIGEIRO ECONOMIC,Lubrificação de Dados,OPE,OPEL,AST93,ASTRA,1993,1998,SERVICE,SV,6,QSLE-SV006,199.9956,,
QSLE,QS LIGEIRO ECONOMIC,Lubrificação de Dados,OPE,OPEL,AST99,ASTRA,1999,2004,SERVICE,SV,6,QSLE-SV006,199.9956,,
QSLE,QS LIGEIRO ECONOMIC,Lubrificação de Dados,OPE,OPEL,COR98,CORSA,1998,2000,SERVICE,SV,6,QSLE-SV006,199.9956,,
QSLE,QS LIGEIRO ECONOMIC,Lubrificação de Dados,OPE,OPEL,CORS08,CORSA,2008,2014,SERVICE,SV,6,QSLE-SV006,199.9956,,
QSLE,QS LIGEIRO ECONOMIC,Lubrificação de Dados,OPE,OPEL,OME94,OMEGA,1994,2003,SERVICE,SV,6,QSLE-SV006,199.9956,,
QSLE,QS LIGEIRO ECONOMIC,Lubrificação de Dados,PEU,PEUGEOT,206,206,1998,2013,SERVICE,SV,6,QSLE-SV006,199.9956,,
QSLE,QS LIGEIRO ECONOMIC,Lubrificação de Dados,SUZ,SUZUKI,FOR98,FORESTER,1998,2002,SERVICE,SV,6,QSLE-SV006,199.9956,,
QSLE,QS LIGEIRO ECONOMIC,Lubrificação de Dados,SUZ,SUZUKI,JIM08,JIMMY ,2008,2018,SERVICE,SV,6,QSLE-SV006,199.9956,,
QSLE,QS LIGEIRO ECONOMIC,Lubrificação de Dados,SUZ,SUZUKI,SWI08,SWIFT,2008,2010,SERVICE,SV,6,QSLE-SV006,199.9956,,
QSLE,QS LIGEIRO ECONOMIC,Lubrificação de Dados,SUZ,SUZUKI,SWI22,SWIFT,2022,2024,SERVICE,SV,6,QSLE-SV006,199.9956,,
QSLE,QS LIGEIRO ECONOMIC,Lubrificação de Dados,SUZ,SUZUKI,SX406,SX4,2006,2014,SERVICE,SV,6,QSLE-SV006,199.9956,,
QSLE,QS LIGEIRO ECONOMIC,Lubrificação de Dados,SUZ,SUZUKI,VITA02,GRAND VITARA,2002,2005,SERVICE,SV,6,QSLE-SV006,199.9956,,
QSLE,QS LIGEIRO ECONOMIC,Lubrificação de Dados,SUZ,SUZUKI,VITA95,GRAND VITARA,1995,,SERVICE,SV,6,QSLE-SV006,199.9956,,
QSLE,QS LIGEIRO ECONOMIC,Lubrificação de Dados,SUZ,SUZUKI,VITA99,GRAND VITARA,1999,2005,SERVICE,SV,6,QSLE-SV006,199.9956,,
QSLE,QS LIGEIRO ECONOMIC,Lubrificação de Dados,TOY,TOYOTA,ALL01,ALLION,2001,2007,SERVICE,SV,6,QSLE-SV006,199.9956,,
QSLE,QS LIGEIRO ECONOMIC,Lubrificação de Dados,TOY,TOYOTA,AQU11,AQUA,2011,2021,SERVICE,SV,6,QSLE-SV006,199.9956,,
QSLE,QS LIGEIRO ECONOMIC,Lubrificação de Dados,TOY,TOYOTA,AVA07,AVANZA,2007,2011,SERVICE,SV,6,QSLE-SV006,199.9956,,
QSLE,QS LIGEIRO ECONOMIC,Lubrificação de Dados,TOY,TOYOTA,AVE97,AVENSIS,1997,2003,SERVICE,SV,6,QSLE-SV006,199.9956,,
QSLE,QS LIGEIRO ECONOMIC,Lubrificação de Dados,TOY,TOYOTA,AXI06,AXIO,2006,2011,SERVICE,SV,6,QSLE-SV006,199.9956,,
QSLE,QS LIGEIRO ECONOMIC,Lubrificação de Dados,TOY,TOYOTA,AXI12,AXIO,2012,2018,SERVICE,SV,6,QSLE-SV006,199.9956,,
QSLE,QS LIGEIRO ECONOMIC,Lubrificação de Dados,TOY,TOYOTA,AYG11,AYGO,2011,2022,SERVICE,SV,6,QSLE-SV006,199.9956,,
QSLE,QS LIGEIRO ECONOMIC,Lubrificação de Dados,TOY,TOYOTA,BEL05,BELTA,2005,2016,SERVICE,SV,6,QSLE-SV006,199.9956,,
QSLE,QS LIGEIRO ECONOMIC,Lubrificação de Dados,TOY,TOYOTA,CAMI03,CAMI,2003,2006,SERVICE,SV,6,QSLE-SV006,199.9956,,
QSLE,QS LIGEIRO ECONOMIC,Lubrificação de Dados,TOY,TOYOTA,CARI95,CARINA,1995,2001,SERVICE,SV,6,QSLE-SV006,199.9956,,
QSLE,QS LIGEIRO ECONOMIC,Lubrificação de Dados,TOY,TOYOTA,CON88,CONQUEST ,1988,1996,SERVICE,SV,6,QSLE-SV006,199.9956,,
QSLE,QS LIGEIRO ECONOMIC,Lubrificação de Dados,TOY,TOYOTA,COR02,COROLLA,2002,2006,SERVICE,SV,6,QSLE-SV006,199.9956,,
QSLE,QS LIGEIRO ECONOMIC,Lubrificação de Dados,TOY,TOYOTA,COR88,COROLLA,1988,1991,SERVICE,SV,6,QSLE-SV006,199.9956,,
QSLE,QS LIGEIRO ECONOMIC,Lubrificação de Dados,TOY,TOYOTA,COR96,COROLLA,1996,2000,SERVICE,SV,6,QSLE-SV006,199.9956,,
QSLE,QS LIGEIRO ECONOMIC,Lubrificação de Dados,TOY,TOYOTA,CRE89,CRESCIDA ,1989,1992,SERVICE,SV,6,QSLE-SV006,199.9956,,
QSLE,QS LIGEIRO ECONOMIC,Lubrificação de Dados,TOY,TOYOTA,ESTI99,ESTIMA,1999,2005,SERVICE,SV,6,QSLE-SV006,199.9956,,
QSLE,QS LIGEIRO ECONOMIC,Lubrificação de Dados,TOY,TOYOTA,ETI12,ETIOS,2012,2023,SERVICE,SV,6,QSLE-SV006,199.9956,,
QSLE,QS LIGEIRO ECONOMIC,Lubrificação de Dados,TOY,TOYOTA,FIE01,FIESTA,2001,2008,SERVICE,SV,6,QSLE-SV006,199.9956,,
QSLE,QS LIGEIRO ECONOMIC,Lubrificação de Dados,TOY,TOYOTA,FIL06,FILDER,2006,2012,SERVICE,SV,6,QSLE-SV006,199.9956,,
QSLE,QS LIGEIRO ECONOMIC,Lubrificação de Dados,TOY,TOYOTA,FUN99,FUNCARGO,1999,2005,SERVICE,SV,6,QSLE-SV006,199.9956,,
QSLE,QS LIGEIRO ECONOMIC,Lubrificação de Dados,TOY,TOYOTA,IST02,IST,2002,2007,SERVICE,SV,6,QSLE-SV006,199.9956,,
QSLE,QS LIGEIRO ECONOMIC,Lubrificação de Dados,TOY,TOYOTA,IST07,IST,2007,2016,SERVICE,SV,6,QSLE-SV006,199.9956,,
QSLE,QS LIGEIRO ECONOMIC,Lubrificação de Dados,TOY,TOYOTA,PAS04,PASSO,2004,2010,SERVICE,SV,6,QSLE-SV006,199.9956,,
QSLE,QS LIGEIRO ECONOMIC,Lubrificação de Dados,TOY,TOYOTA,PLAT99,PLATZ,1999,2005,SERVICE,SV,6,QSLE-SV006,199.9956,,
QSLE,QS LIGEIRO ECONOMIC,Lubrificação de Dados,TOY,TOYOTA,PORT04,PORTE,2004,2012,SERVICE,SV,6,QSLE-SV006,199.9956,,
QSLE,QS LIGEIRO ECONOMIC,Lubrificação de Dados,TOY,TOYOTA,RAC05,RACTIS,2005,2010,SERVICE,SV,6,QSLE-SV006,199.9956,,
QSLE,QS LIGEIRO ECONOMIC,Lubrificação de Dados,TOY,TOYOTA,RAC051.3,RACTIS,2005,2010,SERVICE,SV,6,QSLE-SV006,199.9956,,
QSLE,QS LIGEIRO ECONOMIC,Lubrificação de Dados,TOY,TOYOTA,RAC054W,RACTIS 4WD,2005,2010,SERVICE,SV,6,QSLE-SV006,199.9956,,
QSLE,QS LIGEIRO ECONOMIC,Lubrificação de Dados,TOY,TOYOTA,RAC12,RACTIS,2012,2019,SERVICE,SV,6,QSLE-SV006,199.9956,,
QSLE,QS LIGEIRO ECONOMIC,Lubrificação de Dados,TOY,TOYOTA,RAU97,RAUM,1997,2003,SERVICE,SV,6,QSLE-SV006,199.9956,,
QSLE,QS LIGEIRO ECONOMIC,Lubrificação de Dados,TOY,TOYOTA,RUN02,RUNX,2002,2006,SERVICE,SV,6,QSLE-SV006,199.9956,,
QSLE,QS LIGEIRO ECONOMIC,Lubrificação de Dados,TOY,TOYOTA,RUN024W,RUNX 4WD,2002,2006,SERVICE,SV,6,QSLE-SV006,199.9956,,
QSLE,QS LIGEIRO ECONOMIC,Lubrificação de Dados,TOY,TOYOTA,RUS08,RUSH,2008,2017,SERVICE,SV,6,QSLE-SV006,199.9956,,
QSLE,QS LIGEIRO ECONOMIC,Lubrificação de Dados,TOY,TOYOTA,SIE03,SIENTA,2003,2015,SERVICE,SV,6,QSLE-SV006,199.9956,,
QSLE,QS LIGEIRO ECONOMIC,Lubrificação de Dados,TOY,TOYOTA,SIEN03,SIEENA ,2003,2010,SERVICE,SV,6,QSLE-SV006,199.9956,,
QSLE,QS LIGEIRO ECONOMIC,Lubrificação de Dados,TOY,TOYOTA,SPA97,SPACIO,1997,2001,SERVICE,SV,6,QSLE-SV006,199.9956,,
QSLE,QS LIGEIRO ECONOMIC,Lubrificação de Dados,TOY,TOYOTA,SPR91,SPRINTER ,1991,2000,SERVICE,SV,6,QSLE-SV006,199.9956,,
QSLE,QS LIGEIRO ECONOMIC,Lubrificação de Dados,TOY,TOYOTA,STA95,STARLET ,1995,1999,SERVICE,SV,6,QSLE-SV006,199.9956,,
QSLE,QS LIGEIRO ECONOMIC,Lubrificação de Dados,TOY,TOYOTA,VIS94,VISTA,1994,2024,SERVICE,SV,6,QSLE-SV006,199.9956,,
QSLE,QS LIGEIRO ECONOMIC,Lubrificação de Dados,TOY,TOYOTA,VIT05,VITZ,2005,2010,SERVICE,SV,6,QSLE-SV006,199.9956,,
QSLE,QS LIGEIRO ECONOMIC,Lubrificação de Dados,TOY,TOYOTA,VIT99,VITZ,1999,2005,SERVICE,SV,6,QSLE-SV006,199.9956,,
QSLE,QS LIGEIRO ECONOMIC,Lubrificação de Dados,TOY,TOYOTA,YAR05,YARIS ,2005,2010,SERVICE,SV,6,QSLE-SV006,199.9956,,
QSLE,QS LIGEIRO ECONOMIC,Lubrificação de Dados,TOY,TOYOTA,YAR12,YARIS ,2012,2024,SERVICE,SV,6,QSLE-SV006,199.9956,,
QSLE,QS LIGEIRO ECONOMIC,Lubrificação de Dados,VW,VW,GOL04,GOLF ,2004,2009,SERVICE,SV,6,QSLE-SV006,199.9956,,
QSLE,QS LIGEIRO ECONOMIC,Lubrificação de Dados,VW,VW,GOL83,CITY GOLF,1983,1992,SERVICE,SV,6,QSLE-SV006,199.9956,,
QSLE,QS LIGEIRO ECONOMIC,Lubrificação de Dados,VW,VW,JET06,JETTA,2006,2010,SERVICE,SV,6,QSLE-SV006,199.9956,,
QSLE,QS LIGEIRO ECONOMIC,Lubrificação de Dados,VW,VW,JET85,JETTA,1985,1992,SERVICE,SV,6,QSLE-SV006,199.9956,,
QSLE,QS LIGEIRO ECONOMIC,Lubrificação de Dados,VW,VW,JET92,JETTA,1992,2005,SERVICE,SV,6,QSLE-SV006,199.9956,,
QSLE,QS LIGEIRO ECONOMIC,Lubrificação de Dados,VW,VW,KOM94,KOMBI ,1994,2003,SERVICE,SV,6,QSLE-SV006,199.9956,,
QSLE,QS LIGEIRO ECONOMIC,Lubrificação de Dados,VW,VW,PAS08,PASSAT ,2008,2010,SERVICE,SV,6,QSLE-SV006,199.9956,,
QSLE,QS LIGEIRO ECONOMIC,Lubrificação de Dados,VW,VW,POL96,POLO,1996,2002,SERVICE,SV,6,QSLE-SV006,199.9956,,
QSLE,QS LIGEIRO ECONOMIC,Lubrificação de Dados,VW,VW,TOU04,TOURAN,2004,2015,SERVICE,SV,6,QSLE-SV006,199.9956,,
QSLE,QS LIGEIRO ECONOMIC,Montagem de Pernos,DAI,DAIHATSU,SIR04,SIRION,2004,2013,PNEU,TY,6,QSLE-TY006,299.9992,30,
QSLE,QS LIGEIRO ECONOMIC,Montagem de Pernos,DAI,DAIHATSU,SIR99,SIRION,1999,2004,PNEU,TY,6,QSLE-TY006,299.9992,30,
QSLE,QS LIGEIRO ECONOMIC,Montagem de Pernos,DAI,DAIHATSU,TER06,TERIOS,2006,2013,PNEU,TY,6,QSLE-TY006,299.9992,30,
